Time_Stamp,Value
2019-06-19 18:30:14,40.91999
2019-06-19 18:31:12,40.91999
2019-06-19 18:31:24,41.27999
2019-06-19 18:31:45,40.74999
2019-06-19 18:32:23,40.98
2019-06-19 18:33:03,40.70999
2019-06-19 18:33:48,40.35999
2019-06-19 18:34:45,40.35999
2019-06-19 18:35:05,39.92999
2019-06-19 18:35:45,40.21999
2019-06-19 18:37:42,40.21999
2019-06-19 18:37:47,39.77999
2019-06-19 18:38:43,39.77999
2019-06-19 18:39:15,39.89999
2019-06-19 18:40:12,39.89999
2019-06-19 18:40:29,40.19999
2019-06-19 18:41:26,40.19999
2019-06-19 18:41:54,40.32999
2019-06-19 18:42:51,40.82999
2019-06-19 18:43:41,40.47999
2019-06-19 18:44:35,40.71999
2019-06-19 18:45:36,40.88999
2019-06-19 18:46:12,41.22999
2019-06-19 18:46:40,40.86999
2019-06-19 18:47:37,40.86999
2019-06-19 18:48:12,41.51998
2019-06-19 18:48:59,41.25999
2019-06-19 18:49:35,41.76999
2019-06-19 18:50:03,41.33999
2019-06-19 18:50:58,41.45998
2019-06-19 18:51:55,41.45998
2019-06-19 18:52:03,41.86999
2019-06-19 18:52:46,41.77999
2019-06-19 18:53:29,41.98998
2019-06-19 18:54:25,41.98998
2019-06-19 18:54:30,42.46999
2019-06-19 18:55:02,42.03999
2019-06-19 18:55:58,42.27999
2019-06-19 18:56:31,42.06998
2019-06-19 18:58:29,42.06998
2019-06-19 18:59:08,41.42999
2019-06-19 19:00:04,41.42999
2019-06-19 19:00:12,42.11998
2019-06-19 19:00:29,41.64999
2019-06-19 19:01:19,41.49998
2019-06-19 19:03:16,41.49998
2019-06-19 19:03:46,41.73
2019-06-19 19:04:42,41.73
2019-06-19 19:05:29,41.33999
2019-06-19 19:05:59,41.80999
2019-06-19 19:06:30,41.49998
2019-06-19 19:07:26,41.13999
2019-06-19 19:08:00,41.58998
2019-06-19 19:08:58,41.58998
2019-06-19 19:09:21,42.22998
2019-06-19 19:10:07,41.98998
2019-06-19 19:12:05,41.98998
2019-06-19 19:12:51,42.24999
2019-06-19 19:13:48,42.24999
2019-06-19 19:14:09,42.70998
2019-06-19 19:15:05,42.70998
2019-06-19 19:15:43,43.00999
2019-06-19 19:17:40,43.00999
2019-06-19 19:18:41,43.62999
2019-06-19 19:19:11,43.36998
2019-06-19 19:22:08,43.36998
2019-06-19 19:22:55,42.98
2019-06-19 19:25:52,42.98
2019-06-19 19:26:29,43.33998
2019-06-19 19:26:53,42.91
2019-06-19 19:27:21,43.36998
2019-06-19 19:27:38,43.01999
2019-06-19 19:28:36,43.01999
2019-06-19 19:29:13,42.79998
2019-06-19 19:29:59,43.04999
2019-06-19 19:30:57,43.04999
2019-06-19 19:31:01,42.85998
2019-06-19 19:31:58,42.85998
2019-06-19 19:33:00,42.55999
2019-06-19 19:33:49,42.83998
2019-06-19 19:34:46,42.83998
2019-06-19 19:35:14,42.42999
2019-06-19 19:35:35,42.78998
2019-06-19 19:36:31,42.78998
2019-06-19 19:36:51,43.19999
2019-06-19 19:37:32,43.31998
2019-06-19 19:38:29,43.31998
2019-06-19 19:38:34,43.98998
2019-06-19 19:38:59,43.49998
2019-06-19 19:39:53,43.81998
2019-06-19 19:40:51,43.81998
2019-06-19 19:41:20,44.10998
2019-06-19 19:42:18,44.10998
2019-06-19 19:43:06,44.39999
2019-06-19 19:44:01,44.09998
2019-06-19 19:45:59,44.09998
2019-06-19 19:46:12,44.30999
2019-06-19 19:47:08,44.30999
2019-06-19 19:47:45,44.64999
2019-06-19 19:51:42,44.64999
2019-06-19 19:52:04,45.05999
2019-06-19 19:54:01,45.05999
2019-06-19 19:54:28,44.87
2019-06-19 19:57:25,44.87
2019-06-19 19:58:24,44.63998
2019-06-19 20:00:21,44.63998
2019-06-19 20:00:47,44.88999
2019-06-19 20:01:35,45.31998
2019-06-19 20:02:32,45.31998
2019-06-19 20:02:50,45.72999
2019-06-19 20:03:21,46.09
2019-06-19 20:03:55,46.55998
2019-06-19 20:04:19,46.23999
2019-06-19 20:05:16,46.23999
2019-06-19 20:05:31,46.53999
2019-06-19 20:07:29,46.53999
2019-06-19 20:07:55,46.81999
2019-06-19 20:08:15,46.38998
2019-06-19 20:09:02,46.64998
2019-06-19 20:09:48,46.50999
2019-06-19 20:10:45,46.50999
2019-06-19 20:11:24,46.70998
2019-06-19 20:14:21,46.70998
2019-06-19 20:14:33,46.88999
2019-06-19 20:16:30,46.88999
2019-06-19 20:16:38,47.29998
2019-06-19 20:17:22,46.83999
2019-06-19 20:17:44,47.24998
2019-06-19 20:18:41,47.24998
2019-06-19 20:19:03,47.75999
2019-06-19 20:19:48,48.05
2019-06-19 20:20:45,48.05
2019-06-19 20:21:14,48.45998
2019-06-19 20:21:50,48.85999
2019-06-19 20:22:31,48.30999
2019-06-19 20:22:56,48.61998
2019-06-19 20:23:52,49.21998
2019-06-19 20:24:26,48.97999
2019-06-19 20:25:23,49.15998
2019-06-19 20:26:20,49.15998
2019-06-19 20:26:39,48.82999
2019-06-19 20:27:28,49.37
2019-06-19 20:28:25,49.37
2019-06-19 20:29:08,50.00999
2019-06-19 20:29:27,49.57999
2019-06-19 20:29:57,49.66998
2019-06-19 20:30:31,50.41998
2019-06-19 20:31:27,50.41998
2019-06-19 20:32:20,50.71999
2019-06-19 20:37:18,50.71999
2019-06-19 20:37:47,50.47998
2019-06-19 20:38:44,50.47998
2019-06-19 20:38:51,50.89999
2019-06-19 20:39:16,50.41998
2019-06-19 20:39:47,50.98998
2019-06-19 20:40:06,50.05999
2019-06-19 20:40:18,51.06998
2019-06-19 20:40:40,50.63999
2019-06-19 20:41:29,50.87999
2019-06-19 20:42:05,51.15998
2019-06-19 20:44:02,51.15998
2019-06-19 20:44:41,51.47999
2019-06-19 20:45:38,51.47999
2019-06-19 20:45:52,51.74998
